UniProt_Proteome_ID	IDR_Long	IDR_Short
UP000137123	0.293	0.277
UP000114496	0.262	0.255
UP000153129	0.256	0.259
UP000130460	0.262	0.237
UP000129218	0.145	0.136
UP000203131	0.286	0.241
UP000204111	0.25	0.224
UP000204191	0.245	0.223
UP000202890	0.244	0.218
UP000203440	0.204	0.189
UP000203960	0.173	0.163
UP000202980	0.161	0.16
UP000201267	0.27	0.233
UP000201356	0.195	0.17
UP000112673	0.347	0.306
UP000149408	0.34	0.314
UP000158662	0.337	0.299
UP000143919	0.332	0.278
UP000110943	0.311	0.284
UP000156073	0.311	0.28
UP000160822	0.304	0.287
UP000166800	0.295	0.27
UP000145959	0.287	0.256
UP000129190	0.283	0.254
UP000164147	0.277	0.272
UP000131097	0.275	0.252
UP000151881	0.274	0.267
UP000145445	0.273	0.24
UP000117147	0.272	0.253
UP000097722	0.27	0.242
UP000149296	0.267	0.247
UP000106577	0.263	0.248
UP000144831	0.262	0.24
UP000136128	0.254	0.223
UP000150130	0.253	0.23
UP000165221	0.247	0.231
UP000130271	0.238	0.231
UP000142172	0.219	0.205
UP000118038	0.216	0.221
UP000101850	0.185	0.182
UP000204419	0.205	0.189
UP000123753	0.29	0.26
UP000152383	0.203	0.184
UP000240298	0.23	0.227
UP000240680	0.277	0.25
UP000232497	0.283	0.25
UP000202465	0.244	0.22
UP000204198	0.165	0.161
UP000237392	0.157	0.153
UP000132946	0.11	0.101
UP000008470	0.346	0.288
UP000107012	0.309	0.284
UP000202844	0.298	0.258
UP000201845	0.207	0.182
UP000006560	0.432	0.354
UP000007311	0.249	0.208
UP000161625	0.221	0.217
UP000011261	0.194	0.184
UP000029781	0.167	0.144
UP000165262	0.331	0.309
UP000008453	0.304	0.279
UP000180764	0.346	0.29
UP000007253	0.221	0.195
UP000204237	0.268	0.259
UP000167719	0.186	0.181
UP000204023	0.165	0.161
UP000203248	0.165	0.157
UP000133496	0.248	0.219
UP000101403	0.319	0.281
UP000172296	0.207	0.204
UP000201804	0.354	0.316
UP000207599	0.198	0.19
UP000131023	0.223	0.22
UP000204168	0.152	0.147
UP000154509	0.164	0.161
UP000169848	0.292	0.254
UP000202612	0.214	0.189
UP000232770	0.213	0.189
UP000201509	0.202	0.184
UP000202001	0.202	0.186
UP000201679	0.2	0.183
UP000203340	0.199	0.181
UP000217347	0.197	0.186
UP000201782	0.186	0.165
UP000202477	0.214	0.187
UP000202570	0.182	0.17
UP000201527	0.162	0.157
UP000203312	0.154	0.137
UP000174145	0.078	0.067
UP000145750	0.198	0.173
UP000203693	0.321	0.296
UP000201497	0.32	0.297
UP000202748	0.292	0.271
UP000204144	0.217	0.221
UP000202428	0.326	0.268
UP000203900	0.318	0.278
UP000203347	0.307	0.266
UP000202796	0.293	0.261
UP000203891	0.289	0.25
UP000202156	0.281	0.25
UP000203748	0.26	0.239
UP000203287	0.252	0.228
UP000203020	0.246	0.219
UP000203646	0.239	0.22
UP000204531	0.228	0.208
UP000201206	0.227	0.204
UP000203029	0.226	0.201
UP000202774	0.222	0.201
UP000203568	0.216	0.2
UP000202988	0.208	0.193
UP000201891	0.205	0.18
UP000202126	0.203	0.191
UP000202910	0.196	0.183
UP000202849	0.19	0.179
UP000201128	0.188	0.179
UP000201397	0.185	0.162
UP000204646	0.184	0.177
UP000203262	0.183	0.18
UP000203595	0.171	0.16
UP000204312	0.167	0.159
UP000202044	0.162	0.154
UP000203697	0.145	0.141
UP000201937	0.13	0.128
UP000203983	0.113	0.113
UP000202705	0.107	0.106
UP000202090	0.104	0.107
UP000139570	0.139	0.127
UP000106331	0.276	0.249
UP000008649	0.183	0.175
UP000001675	0.201	0.176
UP000167755	0.213	0.184
UP000008767	0.211	0.184
UP000000278	0.202	0.177
UP000204017	0.188	0.178
UP000002319	0.253	0.226
UP000007771	0.267	0.233
UP000148233	0.2	0.177
UP000002477	0.172	0.169
UP000002500	0.236	0.209
UP000002474	0.155	0.146
UP000002327	0.203	0.196
UP000006675	0.752	0.607
UP000007626	0.207	0.201
UP000152733	0.14	0.126
UP000136916	0.137	0.125
UP000127412	0.334	0.268
UP000096247	0.291	0.254
UP000110253	0.283	0.235
UP000206680	0.274	0.241
UP000172444	0.273	0.228
UP000115734	0.237	0.223
UP000008699	0.233	0.204
UP000181617	0.223	0.201
UP000001398	0.215	0.188
UP000002331	0.206	0.185
UP000181262	0.19	0.16
UP000002472	0.187	0.157
UP000148607	0.187	0.175
UP000121983	0.183	0.164
UP000237522	0.167	0.164
UP000008627	0.143	0.141
UP000008768	0.139	0.13
UP000113001	0.129	0.121
UP000000571	0.343	0.272
UP000000826	0.34	0.292
UP000006705	0.265	0.223
UP000029743	0.239	0.217
UP000029753	0.235	0.212
UP000000518	0.217	0.188
UP000218295	0.217	0.195
UP000000360	0.211	0.19
UP000007070	0.206	0.19
UP000000670	0.204	0.19
UP000006724	0.164	0.16
UP000001985	0.079	0.079
UP000000406	0.076	0.098
UP000008697	0.463	0.403
UP000112286	0.373	0.33
UP000153037	0.361	0.306
UP000007671	0.35	0.309
UP000009294	0.349	0.288
UP000153848	0.347	0.303
UP000001874	0.345	0.285
UP000172265	0.344	0.288
UP000009162	0.342	0.309
UP000151521	0.335	0.278
UP000009111	0.332	0.295
UP000100733	0.328	0.273
UP000007639	0.324	0.277
UP000152074	0.323	0.277
UP000164175	0.318	0.283
UP000167180	0.308	0.272
UP000156002	0.305	0.272
UP000097513	0.301	0.261
UP000119411	0.293	0.262
UP000145352	0.291	0.256
UP000143211	0.29	0.261
UP000146577	0.289	0.263
UP000009123	0.286	0.253
UP000118929	0.282	0.249
UP000150644	0.279	0.235
UP000131287	0.277	0.243
UP000103885	0.276	0.243
UP000008991	0.275	0.237
UP000147201	0.274	0.243
UP000154097	0.271	0.24
UP000153939	0.269	0.239
UP000000938	0.266	0.228
UP000114531	0.266	0.239
UP000107742	0.261	0.239
UP000106847	0.26	0.25
UP000137880	0.257	0.237
UP000000942	0.255	0.227
UP000174113	0.255	0.238
UP000008478	0.254	0.243
UP000167269	0.251	0.23
UP000006930	0.191	0.171
UP000009295	0.189	0.169
UP000008507	0.184	0.223
UP000002060	0.136	0.124
UP000000344	0.135	0.125
UP000008269	0.123	0.115
UP000007930	0.265	0.245
UP000008591	0.25	0.228
UP000119102	0.193	0.188
UP000007252	0.251	0.217
UP000223983	0.217	0.192
UP000225603	0.215	0.197
UP000125922	0.204	0.175
UP000225550	0.189	0.165
UP000001455	0.166	0.145
UP000007664	0.162	0.143
UP000225874	0.157	0.14
UP000008260	0.468	0.391
UP000008256	0.452	0.379
UP000158084	0.397	0.354
UP000008259	0.388	0.339
UP000232856	0.383	0.333
UP000008779	0.346	0.315
UP000140739	0.336	0.309
UP000007550	0.332	0.289
UP000126444	0.331	0.309
UP000007078	0.325	0.288
UP000008778	0.324	0.292
UP000225385	0.32	0.272
UP000240438	0.316	0.266
UP000006624	0.295	0.251
UP000149132	0.282	0.272
UP000223848	0.197	0.176
UP000163346	0.196	0.202
UP000225915	0.18	0.167
UP000001061	0.334	0.288
UP000002242	0.327	0.284
UP000007713	0.318	0.272
UP000159700	0.315	0.278
UP000007691	0.313	0.27
UP000007697	0.31	0.27
UP000008029	0.309	0.276
UP000007690	0.307	0.266
UP000002241	0.307	0.264
UP000007695	0.303	0.264
UP000100532	0.301	0.265
UP000107373	0.298	0.266
UP000007698	0.297	0.256
UP000160754	0.287	0.257
UP000147721	0.275	0.242
UP000170516	0.266	0.233
UP000120202	0.265	0.23
UP000241420	0.245	0.225
UP000201390	0.373	0.336
UP000008771	0.311	0.266
UP000000405	0.253	0.224
UP000000353	0.134	0.131
UP000123284	0.346	0.301
UP000008791	0.331	0.3
UP000146576	0.319	0.29
UP000009245	0.285	0.245
UP000007083	0.283	0.247
UP000232782	0.112	0.116
UP000203993	0.289	0.271
UP000006040	0.205	0.188
UP000214359	0.204	0.186
UP000217344	0.197	0.189
UP000204654	0.177	0.166
UP000214540	0.171	0.158
UP000204483	0.469	0.372
UP000166373	0.323	0.287
UP000008477	0.268	0.242
UP000007021	0.248	0.216
UP000172353	0.085	0.074
UP000120497	0.265	0.244
UP000202059	0.269	0.252
UP000202079	0.238	0.221
UP000052097	0.373	0.334
UP000000870	0.203	0.175
UP000157582	0.287	0.247
UP000234149	0.174	0.156
UP000240325	0.161	0.135
UP000202538	0.232	0.217
UP000203518	0.204	0.187
UP000207721	0.195	0.178
UP000202610	0.165	0.156
UP000000398	0.36	0.309
UP000001664	0.346	0.291
UP000202016	0.238	0.216
UP000006824	0.231	0.207
UP000201619	0.226	0.205
UP000000395	0.189	0.181
UP000241608	0.166	0.161
UP000201193	0.096	0.105
UP000208110	0.085	0.103
UP000001105	0.05	0.063
UP000214656	0.313	0.274
UP000217360	0.294	0.246
UP000000352	0.333	0.278
UP000204148	0.321	0.27
UP000201597	0.318	0.257
UP000201763	0.294	0.253
UP000201425	0.291	0.252
UP000207747	0.28	0.229
UP000201154	0.278	0.232
UP000203574	0.276	0.225
UP000204624	0.272	0.233
UP000029940	0.269	0.221
UP000217429	0.267	0.224
UP000006714	0.261	0.23
UP000201369	0.261	0.217
UP000202018	0.258	0.226
UP000203277	0.257	0.209
UP000202021	0.255	0.22
UP000201153	0.251	0.22
UP000204517	0.248	0.21
UP000214351	0.246	0.208
UP000201296	0.245	0.219
UP000240736	0.237	0.203
UP000001673	0.228	0.219
UP000007251	0.224	0.211
UP000052112	0.223	0.217
UP000203411	0.221	0.206
UP000011276	0.22	0.19
UP000006719	0.204	0.181
UP000151058	0.202	0.184
UP000232240	0.197	0.167
UP000214350	0.197	0.193
UP000232647	0.19	0.176
UP000232482	0.134	0.122
UP000232569	0.134	0.132
UP000204590	0.283	0.277
UP000207586	0.215	0.186
UP000217718	0.211	0.202
UP000201684	0.205	0.181
UP000204203	0.196	0.183
UP000207616	0.182	0.163
UP000201876	0.177	0.168
UP000203578	0.174	0.174
UP000202687	0.365	0.311
UP000204177	0.355	0.312
UP000202644	0.339	0.291
UP000203454	0.326	0.316
UP000203992	0.326	0.278
UP000201770	0.272	0.231
UP000202451	0.256	0.246
UP000202561	0.24	0.217
UP000201732	0.19	0.166
UP000203488	0.168	0.174
UP000163741	0.166	0.153
UP000008770	0.307	0.262
UP000100588	0.303	0.258
UP000112308	0.294	0.253
UP000011238	0.258	0.219
UP000120576	0.216	0.189
UP000009247	0.213	0.191
UP000203507	0.172	0.157
UP000174232	0.293	0.273
UP000106287	0.128	0.159
UP000201999	0.296	0.265
UP000113864	0.23	0.209
UP000125000	0.316	0.281
UP000135476	0.353	0.324
UP000117502	0.241	0.196
UP000232980	0.213	0.199
UP000202884	0.2	0.185
UP000207669	0.191	0.177
UP000201056	0.189	0.172
UP000113480	0.184	0.176
UP000201618	0.182	0.173
UP000203306	0.177	0.17
UP000204561	0.175	0.167
UP000203380	0.17	0.157
UP000203949	0.169	0.17
UP000204558	0.168	0.164
UP000201788	0.161	0.148
UP000202519	0.138	0.146
UP000204117	0.182	0.172
UP000201777	0.176	0.16
UP000204660	0.269	0.231
UP000201705	0.198	0.178
UP000202837	0.188	0.171
UP000008772	0.283	0.249
UP000232652	0.261	0.231
UP000029767	0.246	0.221
UP000101020	0.243	0.224
UP000007212	0.242	0.217
UP000029769	0.229	0.214
UP000007541	0.227	0.213
UP000097580	0.222	0.204
UP000201867	0.208	0.191
UP000000414	0.333	0.286
UP000052110	0.307	0.265
UP000096080	0.234	0.201
UP000201591	0.225	0.208
UP000202512	0.224	0.206
UP000203656	0.218	0.194
UP000165577	0.407	0.344
UP000151067	0.354	0.304
UP000169752	0.338	0.281
UP000155591	0.32	0.276
UP000145627	0.318	0.268
UP000101183	0.305	0.256
UP000118593	0.303	0.259
UP000131472	0.302	0.275
UP000102282	0.286	0.241
UP000118426	0.285	0.243
UP000172127	0.277	0.238
UP000139727	0.275	0.249
UP000007643	0.258	0.219
UP000008773	0.214	0.184
UP000123232	0.175	0.156
UP000000516	0.146	0.147
UP000154329	0.239	0.229
UP000110027	0.217	0.206
UP000007250	0.394	0.327
UP000007248	0.374	0.31
UP000007213	0.37	0.309
UP000202337	0.281	0.241
UP000128005	0.266	0.223
UP000001674	0.265	0.219
UP000139941	0.247	0.21
UP000006713	0.232	0.195
UP000201719	0.23	0.198
UP000135724	0.227	0.192
UP000202957	0.225	0.206
UP000104365	0.212	0.184
UP000232618	0.209	0.181
UP000133386	0.207	0.181
UP000105727	0.284	0.275
UP000163534	0.236	0.226
UP000203591	0.218	0.192
UP000203462	0.222	0.199
UP000007081	0.305	0.259
UP000203963	0.251	0.223
UP000204465	0.211	0.188
UP000203830	0.207	0.188
UP000202208	0.183	0.171
UP000203995	0.175	0.162
UP000201302	0.167	0.164
UP000203555	0.228	0.201
UP000101765	0.246	0.228
UP000170423	0.431	0.35
UP000151502	0.376	0.326
UP000105477	0.364	0.324
UP000142322	0.359	0.315
UP000108467	0.346	0.304
UP000149126	0.33	0.294
UP000171619	0.329	0.296
UP000136417	0.324	0.284
UP000170197	0.322	0.295
UP000121405	0.317	0.291
UP000104684	0.316	0.294
UP000120250	0.306	0.304
UP000104785	0.296	0.262
UP000170840	0.288	0.258
UP000137149	0.286	0.274
UP000165562	0.282	0.249
UP000107696	0.226	0.22
UP000138147	0.217	0.218
UP000207730	0.531	0.465
UP000203878	0.262	0.256
UP000208112	0.259	0.237
UP000203926	0.14	0.15
UP000207647	0.354	0.325
UP000203300	0.321	0.306
UP000201538	0.311	0.287
UP000203475	0.303	0.294
UP000203784	0.293	0.256
UP000204279	0.289	0.282
UP000204485	0.286	0.252
UP000202389	0.283	0.276
UP000201981	0.277	0.261
UP000203371	0.27	0.25
UP000201776	0.267	0.252
UP000204468	0.266	0.254
UP000207674	0.264	0.234
UP000202859	0.263	0.235
UP000204472	0.261	0.252
UP000202565	0.261	0.234
UP000204568	0.256	0.235
UP000203756	0.25	0.229
UP000201198	0.237	0.223
UP000202880	0.233	0.216
UP000201575	0.232	0.206
UP000201746	0.231	0.225
UP000204556	0.227	0.219
UP000201976	0.226	0.21
UP000203090	0.215	0.202
UP000017643	0.212	0.209
UP000204147	0.209	0.201
UP000203861	0.206	0.194
UP000203857	0.195	0.193
UP000204598	0.194	0.189
UP000202500	0.23	0.219
UP000015400	0.207	0.194
UP000201465	0.162	0.15
UP000241719	0.189	0.164
UP000009060	0.317	0.288
UP000161618	0.288	0.246
UP000157603	0.215	0.189
UP000152474	0.214	0.188
UP000123264	0.431	0.362
UP000203688	0.332	0.283
UP000145437	0.328	0.278
UP000011239	0.305	0.256
UP000102219	0.286	0.279
UP000203719	0.229	0.208
UP000217262	0.208	0.198
UP000202945	0.2	0.179
UP000000404	0.212	0.193
UP000181615	0.236	0.21
UP000113541	0.26	0.229
UP000163971	0.219	0.193
UP000009098	0.324	0.296
UP000007203	0.324	0.292
UP000137229	0.302	0.271
UP000160094	0.24	0.226
UP000203333	0.224	0.23
UP000203021	0.24	0.22
UP000203700	0.182	0.176
UP000104680	0.221	0.199
UP000145072	0.202	0.194
UP000163324	0.193	0.181
UP000109622	0.193	0.177
UP000202546	0.243	0.211
UP000203478	0.236	0.2
UP000000515	0.352	0.302
UP000170672	0.327	0.276
UP000201240	0.203	0.192
UP000006290	0.405	0.354
UP000241335	0.313	0.27
UP000169787	0.291	0.268
UP000204425	0.277	0.263
UP000131223	0.277	0.267
UP000202779	0.276	0.256
UP000203257	0.274	0.265
UP000203556	0.274	0.269
UP000204567	0.27	0.253
UP000201971	0.269	0.26
UP000208064	0.265	0.23
UP000204503	0.262	0.225
UP000203979	0.261	0.25
UP000202225	0.259	0.259
UP000203969	0.246	0.239
UP000164976	0.235	0.223
UP000201105	0.224	0.211
UP000241653	0.223	0.197
UP000173511	0.213	0.214
UP000204098	0.196	0.187
UP000201049	0.18	0.184
UP000006289	0.171	0.178
UP000203618	0.151	0.171
UP000097858	0.213	0.198
UP000154662	0.202	0.178
UP000203199	0.269	0.227
UP000007634	0.215	0.193
UP000029752	0.197	0.181
UP000106470	0.123	0.114
UP000130688	0.441	0.368
UP000119242	0.41	0.363
UP000171215	0.388	0.33
UP000120723	0.384	0.34
UP000152522	0.382	0.334
UP000143347	0.382	0.329
UP000052101	0.364	0.324
UP000052080	0.362	0.314
UP000008788	0.338	0.299
UP000159394	0.315	0.286
UP000118097	0.29	0.247
UP000138111	0.207	0.187
UP000126130	0.192	0.18
UP000202979	0.218	0.201
UP000001295	0.416	0.363
UP000201709	0.268	0.245
UP000232666	0.11	0.094
UP000011263	0.324	0.284
UP000011260	0.218	0.203
UP000166347	0.334	0.303
UP000241855	0.327	0.298
UP000241004	0.318	0.287
UP000130113	0.305	0.276
UP000201603	0.28	0.239
UP000218501	0.203	0.186
UP000000866	0.11	0.103
UP000150214	0.226	0.2
UP000207587	0.195	0.207
UP000128123	0.283	0.283
UP000158532	0.273	0.257
UP000202662	0.281	0.242
UP000202965	0.27	0.24
UP000201162	0.235	0.207
UP000204290	0.224	0.207
UP000201238	0.222	0.194
UP000201870	0.221	0.194
UP000203094	0.21	0.186
UP000203245	0.209	0.193
UP000201856	0.199	0.188
UP000203961	0.179	0.163
UP000201604	0.155	0.143
UP000201882	0.123	0.118
UP000011300	0.22	0.193
UP000008590	0.211	0.194
UP000201057	0.233	0.201
UP000001359	0.177	0.162
UP000203733	0.149	0.137
UP000201058	0.171	0.15
UP000201138	0.153	0.14
UP000111934	0.242	0.209
UP000112020	0.328	0.301
UP000118530	0.29	0.274
UP000161175	0.271	0.276
UP000152287	0.268	0.251
UP000134640	0.267	0.257
UP000157847	0.259	0.24
UP000208116	0.409	0.349
UP000203925	0.389	0.317
UP000202301	0.338	0.29
UP000202408	0.319	0.279
UP000201295	0.318	0.274
UP000203247	0.285	0.243
UP000204501	0.28	0.241
UP000202169	0.274	0.24
UP000203702	0.269	0.236
UP000203544	0.262	0.223
UP000203761	0.251	0.219
UP000201345	0.247	0.21
UP000204283	0.242	0.211
UP000202633	0.241	0.22
UP000204155	0.232	0.212
UP000204661	0.205	0.188
UP000201582	0.199	0.179
UP000217332	0.193	0.174
UP000201916	0.187	0.172
UP000203332	0.18	0.168
UP000201441	0.169	0.164
UP000217240	0.166	0.154
UP000208080	0.154	0.149
UP000202480	0.125	0.137
UP000204214	0.25	0.223
UP000207750	0.208	0.183
UP000169232	0.233	0.227
UP000171832	0.35	0.319
UP000204475	0.207	0.18
UP000006831	0.263	0.228
UP000125345	0.22	0.197
UP000201875	0.195	0.204
UP000133291	0.178	0.177
UP000202420	0.228	0.204
UP000000469	0.255	0.233
UP000157490	0.247	0.238
UP000154291	0.236	0.219
UP000148290	0.224	0.213
UP000214371	0.272	0.245
UP000240472	0.266	0.239
UP000214368	0.262	0.229
UP000109712	0.234	0.222
UP000001063	0.322	0.278
UP000007222	0.304	0.256
UP000009152	0.3	0.261
UP000008436	0.293	0.253
UP000203255	0.226	0.211
UP000201759	0.124	0.119
UP000203430	0.353	0.288
UP000203154	0.284	0.253
UP000202335	0.261	0.225
UP000201758	0.233	0.22
UP000201581	0.227	0.211
UP000203108	0.201	0.175
UP000203038	0.137	0.134
UP000127615	0.293	0.247
UP000007662	0.225	0.192
UP000123496	0.186	0.168
UP000007804	0.187	0.175
UP000134053	0.13	0.125
UP000147338	0.226	0.195
UP000125387	0.217	0.187
UP000029770	0.159	0.149
UP000116078	0.142	0.129
UP000204142	0.241	0.22
UP000007616	0.176	0.15
UP000201412	0.135	0.122
UP000002317	0.215	0.185
UP000000355	0.104	0.108
UP000154814	0.1	0.097
UP000126963	0.319	0.285
UP000158899	0.307	0.282
UP000104372	0.194	0.168
UP000225095	0.224	0.193
UP000150882	0.193	0.168
UP000007022	0.392	0.319
UP000001098	0.223	0.203
UP000000835	0.117	0.108
UP000121137	0.34	0.297
UP000149016	0.251	0.221
UP000159125	0.216	0.183
UP000008781	0.422	0.392
UP000151210	0.104	0.097
UP000153328	0.234	0.227
UP000052089	0.378	0.325
UP000132017	0.332	0.289
UP000011277	0.349	0.335
UP000107449	0.192	0.185
UP000011269	0.398	0.329
UP000203996	0.196	0.168
UP000201917	0.181	0.159
UP000202136	0.173	0.149
UP000202544	0.157	0.136
UP000201861	0.147	0.131
UP000095968	0.208	0.181
UP000203860	0.181	0.172
UP000204061	0.164	0.159
UP000203823	0.266	0.225
UP000008588	0.186	0.174
UP000241576	0.382	0.32
UP000158875	0.369	0.296
UP000129322	0.362	0.285
UP000105694	0.341	0.282
UP000113692	0.336	0.276
UP000174140	0.319	0.269
UP000210100	0.304	0.265
UP000139444	0.292	0.264
UP000148539	0.287	0.251
UP000096470	0.285	0.238
UP000155478	0.285	0.253
UP000155007	0.282	0.257
UP000156784	0.281	0.254
UP000129778	0.281	0.253
UP000002471	0.278	0.239
UP000157909	0.276	0.242
UP000002328	0.273	0.233
UP000127479	0.272	0.245
UP000120763	0.268	0.246
UP000107207	0.224	0.195
UP000116619	0.223	0.194
UP000112207	0.217	0.186
UP000096441	0.216	0.192
UP000114585	0.212	0.186
UP000241584	0.206	0.177
UP000204539	0.191	0.17
UP000155198	0.181	0.169
UP000232633	0.18	0.17
UP000145844	0.179	0.163
UP000141413	0.164	0.159
UP000141023	0.159	0.15
UP000029744	0.272	0.245
UP000029751	0.271	0.248
UP000029747	0.236	0.206
UP000052107	0.234	0.215
UP000029754	0.227	0.21
UP000000676	0.211	0.187
UP000029746	0.182	0.178
UP000142997	0.177	0.154
UP000000357	0.169	0.161
UP000116644	0.167	0.147
UP000132721	0.158	0.138
UP000162673	0.156	0.145
UP000011786	0.155	0.137
UP000144236	0.137	0.123
UP000167590	0.136	0.122
UP000138261	0.124	0.117
UP000006717	0.122	0.118
UP000139255	0.423	0.347
UP000008790	0.375	0.322
UP000008786	0.374	0.32
UP000052082	0.372	0.321
UP000132730	0.358	0.307
UP000143664	0.352	0.299
UP000163303	0.35	0.297
UP000129085	0.347	0.306
UP000105631	0.344	0.294
UP000127404	0.343	0.296
UP000146149	0.334	0.282
UP000098205	0.325	0.276
UP000173083	0.305	0.264
UP000105586	0.298	0.258
UP000006840	0.295	0.253
UP000134463	0.291	0.252
UP000161901	0.289	0.26
UP000001594	0.288	0.247
UP000241841	0.275	0.241
UP000203542	0.274	0.237
UP000134051	0.266	0.238
UP000107383	0.265	0.233
UP000135812	0.26	0.226
UP000118842	0.258	0.224
UP000201673	0.254	0.226
UP000008072	0.238	0.209
UP000162892	0.223	0.199
UP000168164	0.145	0.127
UP000008597	0.135	0.121
UP000007249	0.329	0.282
UP000167086	0.24	0.199
UP000125555	0.226	0.188
UP000138746	0.163	0.141
UP000109801	0.161	0.139
UP000007528	0.436	0.392
UP000110876	0.412	0.384
UP000000511	0.317	0.272
UP000122968	0.307	0.278
UP000131760	0.301	0.283
UP000202373	0.297	0.27
UP000121975	0.281	0.268
UP000160569	0.28	0.264
UP000142777	0.271	0.26
UP000201767	0.271	0.251
UP000126644	0.268	0.267
UP000100660	0.245	0.244
UP000201471	0.244	0.234
UP000125226	0.243	0.243
UP000099588	0.243	0.245
UP000119142	0.239	0.237
UP000108082	0.233	0.23
UP000019066	0.205	0.203
UP000008626	0.192	0.189
UP000104368	0.19	0.2
UP000002238	0.336	0.282
UP000202329	0.257	0.224
UP000201495	0.242	0.212
UP000202586	0.196	0.183
UP000011785	0.19	0.171
UP000202671	0.126	0.131
UP000052093	0.267	0.25
UP000133898	0.21	0.189
UP000006934	0.182	0.179
UP000240959	0.184	0.172
UP000116133	0.265	0.231
UP000106895	0.26	0.227
UP000029776	0.256	0.221
UP000129991	0.255	0.227
UP000102202	0.244	0.217
UP000140718	0.243	0.211
UP000150496	0.205	0.182
UP000203039	0.205	0.185
UP000162341	0.205	0.185
UP000122413	0.204	0.193
UP000203867	0.204	0.194
UP000169921	0.202	0.186
UP000096793	0.198	0.177
UP000119395	0.194	0.175
UP000135107	0.193	0.178
UP000145486	0.191	0.176
UP000144169	0.188	0.171
UP000008926	0.185	0.182
UP000007206	0.179	0.175
UP000204372	0.178	0.169
UP000139985	0.172	0.168
UP000139471	0.129	0.124
UP000115125	0.117	0.109
UP000029748	0.268	0.249
UP000203543	0.198	0.204
UP000127630	0.159	0.141
UP000174731	0.156	0.139
UP000127207	0.151	0.133
UP000125672	0.151	0.135
UP000102490	0.148	0.131
UP000124656	0.146	0.134
UP000164987	0.144	0.131
UP000123364	0.14	0.125
UP000203393	0.135	0.123
UP000006576	0.13	0.117
UP000007449	0.125	0.115
UP000106776	0.118	0.112
UP000113079	0.115	0.11
UP000126502	0.115	0.11
UP000144177	0.115	0.109
UP000132096	0.113	0.107
UP000143524	0.113	0.106
UP000204102	0.113	0.108
UP000144778	0.11	0.101
UP000103794	0.11	0.104
UP000130985	0.109	0.101
UP000104963	0.105	0.102
UP000100808	0.105	0.099
UP000202382	0.373	0.324
UP000052098	0.371	0.323
UP000204423	0.366	0.322
UP000118015	0.35	0.307
UP000139850	0.338	0.3
UP000112084	0.327	0.296
UP000153654	0.324	0.282
UP000105239	0.317	0.275
UP000218900	0.314	0.278
UP000107687	0.313	0.288
UP000136359	0.307	0.281
UP000173965	0.302	0.261
UP000155737	0.3	0.256
UP000123387	0.29	0.248
UP000132615	0.288	0.247
UP000167685	0.283	0.257
UP000204594	0.281	0.241
UP000128324	0.275	0.249
UP000150102	0.25	0.23
UP000204093	0.25	0.23
UP000201453	0.235	0.209
UP000108481	0.233	0.208
UP000129166	0.228	0.217
UP000173328	0.227	0.203
UP000103899	0.226	0.201
UP000125865	0.217	0.207
UP000207650	0.189	0.172
UP000203626	0.139	0.128
UP000217428	0.104	0.096
UP000114582	0.233	0.22
UP000201574	0.263	0.228
UP000163768	0.211	0.189
UP000201481	0.17	0.155
UP000108023	0.391	0.35
UP000029764	0.349	0.307
UP000116972	0.336	0.276
UP000121340	0.33	0.306
UP000117936	0.324	0.305
UP000119023	0.311	0.286
UP000136988	0.305	0.284
UP000156630	0.299	0.286
UP000131738	0.288	0.268
UP000096165	0.288	0.264
UP000156693	0.285	0.278
UP000153343	0.282	0.266
UP000133700	0.278	0.261
UP000112030	0.273	0.258
UP000153665	0.271	0.25
UP000128757	0.27	0.278
UP000127963	0.27	0.258
UP000111010	0.261	0.254
UP000115668	0.257	0.255
UP000168861	0.257	0.239
UP000166529	0.256	0.244
UP000125737	0.255	0.246
UP000217770	0.252	0.25
UP000173348	0.25	0.237
UP000139709	0.244	0.234
UP000168191	0.244	0.243
UP000107872	0.219	0.224
UP000203246	0.241	0.219
UP000218733	0.214	0.193
UP000204462	0.212	0.197
UP000201632	0.172	0.155
UP000114860	0.354	0.311
UP000160537	0.245	0.246
UP000118164	0.313	0.281
UP000133543	0.285	0.266
UP000202613	0.283	0.24
UP000189773	0.238	0.212
UP000010081	0.198	0.191
UP000214372	0.36	0.297
UP000221186	0.44	0.35
UP000223242	0.42	0.329
UP000222578	0.418	0.332
UP000221987	0.415	0.331
UP000201638	0.396	0.329
UP000225072	0.389	0.319
UP000203757	0.388	0.311
UP000202604	0.387	0.314
UP000202037	0.387	0.317
UP000008551	0.386	0.308
UP000002883	0.384	0.31
UP000222191	0.383	0.308
UP000201500	0.382	0.311
UP000203465	0.381	0.311
UP000204215	0.381	0.307
UP000001245	0.38	0.307
UP000202906	0.38	0.31
UP000203771	0.378	0.309
UP000203806	0.378	0.308
UP000241501	0.377	0.304
UP000002093	0.377	0.302
UP000202434	0.376	0.304
UP000201202	0.375	0.303
UP000024441	0.374	0.305
UP000223789	0.374	0.305
UP000201968	0.373	0.304
UP000240384	0.372	0.304
UP000201747	0.372	0.304
UP000201844	0.371	0.307
UP000207764	0.371	0.302
UP000202764	0.37	0.301
UP000224387	0.369	0.3
UP000241442	0.368	0.298
UP000241541	0.367	0.292
UP000241021	0.367	0.299
UP000201892	0.367	0.303
